"landtype","spp","DOMName","poolID","amountAtT0"
137,"BETU.ALL","VF_A",1,42
137,"BETU.ALL","VF_B",2,18
137,"BETU.ALL","Fast_A",3,102
137,"BETU.ALL","Fast_B",4,21
137,"BETU.ALL","MED",5,8
137,"BETU.ALL","Slow_A",6,643
137,"BETU.ALL","Slow_B",7,1598
137,"BETU.ALL","Sng_Stem",8,4
137,"BETU.ALL","Sng_Oth",9,8
137,"BETU.ALL","Extra",10,0
217,"BETU.ALL","VF_A",1,10
217,"BETU.ALL","VF_B",2,4
217,"BETU.ALL","Fast_A",3,16
217,"BETU.ALL","Fast_B",4,5
217,"BETU.ALL","MED",5,2
217,"BETU.ALL","Slow_A",6,109
217,"BETU.ALL","Slow_B",7,291
217,"BETU.ALL","Sng_Stem",8,1
217,"BETU.ALL","Sng_Oth",9,1
217,"BETU.ALL","Extra",10,0
218,"BETU.ALL","VF_A",1,7
218,"BETU.ALL","VF_B",2,3
218,"BETU.ALL","Fast_A",3,11
218,"BETU.ALL","Fast_B",4,3
218,"BETU.ALL","MED",5,2
218,"BETU.ALL","Slow_A",6,74
218,"BETU.ALL","Slow_B",7,204
218,"BETU.ALL","Sng_Stem",8,1
218,"BETU.ALL","Sng_Oth",9,0
218,"BETU.ALL","Extra",10,0
219,"BETU.ALL","VF_A",1,8
219,"BETU.ALL","VF_B",2,3
219,"BETU.ALL","Fast_A",3,11
219,"BETU.ALL","Fast_B",4,3
219,"BETU.ALL","MED",5,1
219,"BETU.ALL","Slow_A",6,75
219,"BETU.ALL","Slow_B",7,206
219,"BETU.ALL","Sng_Stem",8,1
219,"BETU.ALL","Sng_Oth",9,0
219,"BETU.ALL","Extra",10,0
220,"BETU.ALL","VF_A",1,8
220,"BETU.ALL","VF_B",2,3
220,"BETU.ALL","Fast_A",3,10
220,"BETU.ALL","Fast_B",4,3
220,"BETU.ALL","MED",5,1
220,"BETU.ALL","Slow_A",6,66
220,"BETU.ALL","Slow_B",7,188
220,"BETU.ALL","Sng_Stem",8,0
220,"BETU.ALL","Sng_Oth",9,0
220,"BETU.ALL","Extra",10,0
221,"BETU.ALL","VF_A",1,24
221,"BETU.ALL","VF_B",2,10
221,"BETU.ALL","Fast_A",3,40
221,"BETU.ALL","Fast_B",4,11
221,"BETU.ALL","MED",5,1
221,"BETU.ALL","Slow_A",6,243
221,"BETU.ALL","Slow_B",7,663
221,"BETU.ALL","Sng_Stem",8,1
221,"BETU.ALL","Sng_Oth",9,3
221,"BETU.ALL","Extra",10,0
222,"BETU.ALL","VF_A",1,1
222,"BETU.ALL","VF_B",2,0
222,"BETU.ALL","Fast_A",3,1
222,"BETU.ALL","Fast_B",4,0
222,"BETU.ALL","MED",5,0
222,"BETU.ALL","Slow_A",6,8
222,"BETU.ALL","Slow_B",7,25
222,"BETU.ALL","Sng_Stem",8,0
222,"BETU.ALL","Sng_Oth",9,0
222,"BETU.ALL","Extra",10,0
223,"BETU.ALL","VF_A",1,1
223,"BETU.ALL","VF_B",2,0
223,"BETU.ALL","Fast_A",3,1
223,"BETU.ALL","Fast_B",4,0
223,"BETU.ALL","MED",5,0
223,"BETU.ALL","Slow_A",6,7
223,"BETU.ALL","Slow_B",7,23
223,"BETU.ALL","Sng_Stem",8,0
223,"BETU.ALL","Sng_Oth",9,0
223,"BETU.ALL","Extra",10,0
378,"BETU.ALL","VF_A",1,0
378,"BETU.ALL","VF_B",2,0
378,"BETU.ALL","Fast_A",3,0
378,"BETU.ALL","Fast_B",4,0
378,"BETU.ALL","MED",5,0
378,"BETU.ALL","Slow_A",6,0
378,"BETU.ALL","Slow_B",7,0
378,"BETU.ALL","Sng_Stem",8,0
378,"BETU.ALL","Sng_Oth",9,0
378,"BETU.ALL","Extra",10,0
379,"BETU.ALL","VF_A",1,0
379,"BETU.ALL","VF_B",2,0
379,"BETU.ALL","Fast_A",3,0
379,"BETU.ALL","Fast_B",4,0
379,"BETU.ALL","MED",5,0
379,"BETU.ALL","Slow_A",6,0
379,"BETU.ALL","Slow_B",7,0
379,"BETU.ALL","Sng_Stem",8,0
379,"BETU.ALL","Sng_Oth",9,0
379,"BETU.ALL","Extra",10,0
28,"BETU.PAP","VF_A",1,1
28,"BETU.PAP","VF_B",2,0
28,"BETU.PAP","Fast_A",3,0
28,"BETU.PAP","Fast_B",4,0
28,"BETU.PAP","MED",5,0
28,"BETU.PAP","Slow_A",6,6
28,"BETU.PAP","Slow_B",7,20
28,"BETU.PAP","Sng_Stem",8,0
28,"BETU.PAP","Sng_Oth",9,0
28,"BETU.PAP","Extra",10,0
29,"BETU.PAP","VF_A",1,1
29,"BETU.PAP","VF_B",2,0
29,"BETU.PAP","Fast_A",3,0
29,"BETU.PAP","Fast_B",4,0
29,"BETU.PAP","MED",5,0
29,"BETU.PAP","Slow_A",6,5
29,"BETU.PAP","Slow_B",7,15
29,"BETU.PAP","Sng_Stem",8,0
29,"BETU.PAP","Sng_Oth",9,0
29,"BETU.PAP","Extra",10,0
130,"BETU.PAP","VF_A",1,1
130,"BETU.PAP","VF_B",2,0
130,"BETU.PAP","Fast_A",3,0
130,"BETU.PAP","Fast_B",4,0
130,"BETU.PAP","MED",5,0
130,"BETU.PAP","Slow_A",6,6
130,"BETU.PAP","Slow_B",7,21
130,"BETU.PAP","Sng_Stem",8,0
130,"BETU.PAP","Sng_Oth",9,0
130,"BETU.PAP","Extra",10,0
131,"BETU.PAP","VF_A",1,1
131,"BETU.PAP","VF_B",2,0
131,"BETU.PAP","Fast_A",3,0
131,"BETU.PAP","Fast_B",4,0
131,"BETU.PAP","MED",5,0
131,"BETU.PAP","Slow_A",6,5
131,"BETU.PAP","Slow_B",7,17
131,"BETU.PAP","Sng_Stem",8,0
131,"BETU.PAP","Sng_Oth",9,0
131,"BETU.PAP","Extra",10,0
132,"BETU.PAP","VF_A",1,1
132,"BETU.PAP","VF_B",2,0
132,"BETU.PAP","Fast_A",3,0
132,"BETU.PAP","Fast_B",4,0
132,"BETU.PAP","MED",5,0
132,"BETU.PAP","Slow_A",6,4
132,"BETU.PAP","Slow_B",7,15
132,"BETU.PAP","Sng_Stem",8,0
132,"BETU.PAP","Sng_Oth",9,0
132,"BETU.PAP","Extra",10,0
133,"BETU.PAP","VF_A",1,3
133,"BETU.PAP","VF_B",2,1
133,"BETU.PAP","Fast_A",3,2
133,"BETU.PAP","Fast_B",4,1
133,"BETU.PAP","MED",5,0
133,"BETU.PAP","Slow_A",6,27
133,"BETU.PAP","Slow_B",7,94
133,"BETU.PAP","Sng_Stem",8,0
133,"BETU.PAP","Sng_Oth",9,0
133,"BETU.PAP","Extra",10,0
134,"BETU.PAP","VF_A",1,3
134,"BETU.PAP","VF_B",2,1
134,"BETU.PAP","Fast_A",3,1
134,"BETU.PAP","Fast_B",4,1
134,"BETU.PAP","MED",5,0
134,"BETU.PAP","Slow_A",6,22
134,"BETU.PAP","Slow_B",7,71
134,"BETU.PAP","Sng_Stem",8,0
134,"BETU.PAP","Sng_Oth",9,0
134,"BETU.PAP","Extra",10,0
135,"BETU.PAP","VF_A",1,3
135,"BETU.PAP","VF_B",2,1
135,"BETU.PAP","Fast_A",3,2
135,"BETU.PAP","Fast_B",4,1
135,"BETU.PAP","MED",5,0
135,"BETU.PAP","Slow_A",6,27
135,"BETU.PAP","Slow_B",7,90
135,"BETU.PAP","Sng_Stem",8,0
135,"BETU.PAP","Sng_Oth",9,0
135,"BETU.PAP","Extra",10,0
136,"BETU.PAP","VF_A",1,3
136,"BETU.PAP","VF_B",2,1
136,"BETU.PAP","Fast_A",3,2
136,"BETU.PAP","Fast_B",4,1
136,"BETU.PAP","MED",5,0
136,"BETU.PAP","Slow_A",6,27
136,"BETU.PAP","Slow_B",7,81
136,"BETU.PAP","Sng_Stem",8,0
136,"BETU.PAP","Sng_Oth",9,0
136,"BETU.PAP","Extra",10,0
137,"BETU.PAP","VF_A",1,3
137,"BETU.PAP","VF_B",2,1
137,"BETU.PAP","Fast_A",3,3
137,"BETU.PAP","Fast_B",4,1
137,"BETU.PAP","MED",5,1
137,"BETU.PAP","Slow_A",6,33
137,"BETU.PAP","Slow_B",7,98
137,"BETU.PAP","Sng_Stem",8,0
137,"BETU.PAP","Sng_Oth",9,0
137,"BETU.PAP","Extra",10,0
217,"BETU.PAP","VF_A",1,4
217,"BETU.PAP","VF_B",2,2
217,"BETU.PAP","Fast_A",3,2
217,"BETU.PAP","Fast_B",4,2
217,"BETU.PAP","MED",5,4
217,"BETU.PAP","Slow_A",6,44
217,"BETU.PAP","Slow_B",7,131
217,"BETU.PAP","Sng_Stem",8,1
217,"BETU.PAP","Sng_Oth",9,0
217,"BETU.PAP","Extra",10,0
218,"BETU.PAP","VF_A",1,3
218,"BETU.PAP","VF_B",2,1
218,"BETU.PAP","Fast_A",3,1
218,"BETU.PAP","Fast_B",4,1
218,"BETU.PAP","MED",5,2
218,"BETU.PAP","Slow_A",6,26
218,"BETU.PAP","Slow_B",7,80
218,"BETU.PAP","Sng_Stem",8,0
218,"BETU.PAP","Sng_Oth",9,0
218,"BETU.PAP","Extra",10,0
219,"BETU.PAP","VF_A",1,2
219,"BETU.PAP","VF_B",2,1
219,"BETU.PAP","Fast_A",3,1
219,"BETU.PAP","Fast_B",4,1
219,"BETU.PAP","MED",5,2
219,"BETU.PAP","Slow_A",6,23
219,"BETU.PAP","Slow_B",7,72
219,"BETU.PAP","Sng_Stem",8,0
219,"BETU.PAP","Sng_Oth",9,0
219,"BETU.PAP","Extra",10,0
220,"BETU.PAP","VF_A",1,4
220,"BETU.PAP","VF_B",2,2
220,"BETU.PAP","Fast_A",3,2
220,"BETU.PAP","Fast_B",4,2
220,"BETU.PAP","MED",5,1
220,"BETU.PAP","Slow_A",6,27
220,"BETU.PAP","Slow_B",7,93
220,"BETU.PAP","Sng_Stem",8,0
220,"BETU.PAP","Sng_Oth",9,0
220,"BETU.PAP","Extra",10,0
221,"BETU.PAP","VF_A",1,3
221,"BETU.PAP","VF_B",2,1
221,"BETU.PAP","Fast_A",3,2
221,"BETU.PAP","Fast_B",4,1
221,"BETU.PAP","MED",5,1
221,"BETU.PAP","Slow_A",6,25
221,"BETU.PAP","Slow_B",7,79
221,"BETU.PAP","Sng_Stem",8,0
221,"BETU.PAP","Sng_Oth",9,0
221,"BETU.PAP","Extra",10,0
222,"BETU.PAP","VF_A",1,4
222,"BETU.PAP","VF_B",2,1
222,"BETU.PAP","Fast_A",3,2
222,"BETU.PAP","Fast_B",4,1
222,"BETU.PAP","MED",5,0
222,"BETU.PAP","Slow_A",6,23
222,"BETU.PAP","Slow_B",7,79
222,"BETU.PAP","Sng_Stem",8,0
222,"BETU.PAP","Sng_Oth",9,0
222,"BETU.PAP","Extra",10,0
223,"BETU.PAP","VF_A",1,4
223,"BETU.PAP","VF_B",2,1
223,"BETU.PAP","Fast_A",3,2
223,"BETU.PAP","Fast_B",4,1
223,"BETU.PAP","MED",5,0
223,"BETU.PAP","Slow_A",6,23
223,"BETU.PAP","Slow_B",7,76
223,"BETU.PAP","Sng_Stem",8,0
223,"BETU.PAP","Sng_Oth",9,0
223,"BETU.PAP","Extra",10,0
378,"BETU.PAP","VF_A",1,2
378,"BETU.PAP","VF_B",2,1
378,"BETU.PAP","Fast_A",3,1
378,"BETU.PAP","Fast_B",4,1
378,"BETU.PAP","MED",5,0
378,"BETU.PAP","Slow_A",6,15
378,"BETU.PAP","Slow_B",7,51
378,"BETU.PAP","Sng_Stem",8,0
378,"BETU.PAP","Sng_Oth",9,0
378,"BETU.PAP","Extra",10,0
379,"BETU.PAP","VF_A",1,3
379,"BETU.PAP","VF_B",2,1
379,"BETU.PAP","Fast_A",3,2
379,"BETU.PAP","Fast_B",4,1
379,"BETU.PAP","MED",5,0
379,"BETU.PAP","Slow_A",6,24
379,"BETU.PAP","Slow_B",7,89
379,"BETU.PAP","Sng_Stem",8,0
379,"BETU.PAP","Sng_Oth",9,0
379,"BETU.PAP","Extra",10,0
28,"FAGU.GRA","VF_A",1,1
28,"FAGU.GRA","VF_B",2,0
28,"FAGU.GRA","Fast_A",3,11
28,"FAGU.GRA","Fast_B",4,1
28,"FAGU.GRA","MED",5,6
28,"FAGU.GRA","Slow_A",6,138
28,"FAGU.GRA","Slow_B",7,431
28,"FAGU.GRA","Sng_Stem",8,3
28,"FAGU.GRA","Sng_Oth",9,1
28,"FAGU.GRA","Extra",10,0
29,"FAGU.GRA","VF_A",1,1
29,"FAGU.GRA","VF_B",2,0
29,"FAGU.GRA","Fast_A",3,10
29,"FAGU.GRA","Fast_B",4,1
29,"FAGU.GRA","MED",5,5
29,"FAGU.GRA","Slow_A",6,115
29,"FAGU.GRA","Slow_B",7,350
29,"FAGU.GRA","Sng_Stem",8,2
29,"FAGU.GRA","Sng_Oth",9,2
29,"FAGU.GRA","Extra",10,0
130,"FAGU.GRA","VF_A",1,2
130,"FAGU.GRA","VF_B",2,0
130,"FAGU.GRA","Fast_A",3,13
130,"FAGU.GRA","Fast_B",4,1
130,"FAGU.GRA","MED",5,1
130,"FAGU.GRA","Slow_A",6,83
130,"FAGU.GRA","Slow_B",7,208
130,"FAGU.GRA","Sng_Stem",8,1
130,"FAGU.GRA","Sng_Oth",9,2
130,"FAGU.GRA","Extra",10,0
131,"FAGU.GRA","VF_A",1,5
131,"FAGU.GRA","VF_B",2,0
131,"FAGU.GRA","Fast_A",3,19
131,"FAGU.GRA","Fast_B",4,2
131,"FAGU.GRA","MED",5,2
131,"FAGU.GRA","Slow_A",6,127
131,"FAGU.GRA","Slow_B",7,312
131,"FAGU.GRA","Sng_Stem",8,1
131,"FAGU.GRA","Sng_Oth",9,2
131,"FAGU.GRA","Extra",10,0
132,"FAGU.GRA","VF_A",1,2
132,"FAGU.GRA","VF_B",2,0
132,"FAGU.GRA","Fast_A",3,18
132,"FAGU.GRA","Fast_B",4,1
132,"FAGU.GRA","MED",5,1
132,"FAGU.GRA","Slow_A",6,103
132,"FAGU.GRA","Slow_B",7,250
132,"FAGU.GRA","Sng_Stem",8,1
132,"FAGU.GRA","Sng_Oth",9,3
132,"FAGU.GRA","Extra",10,0
133,"FAGU.GRA","VF_A",1,1
133,"FAGU.GRA","VF_B",2,0
133,"FAGU.GRA","Fast_A",3,10
133,"FAGU.GRA","Fast_B",4,1
133,"FAGU.GRA","MED",5,5
133,"FAGU.GRA","Slow_A",6,111
133,"FAGU.GRA","Slow_B",7,334
133,"FAGU.GRA","Sng_Stem",8,2
133,"FAGU.GRA","Sng_Oth",9,2
133,"FAGU.GRA","Extra",10,0
134,"FAGU.GRA","VF_A",1,1
134,"FAGU.GRA","VF_B",2,0
134,"FAGU.GRA","Fast_A",3,6
134,"FAGU.GRA","Fast_B",4,1
134,"FAGU.GRA","MED",5,2
134,"FAGU.GRA","Slow_A",6,68
134,"FAGU.GRA","Slow_B",7,208
134,"FAGU.GRA","Sng_Stem",8,1
134,"FAGU.GRA","Sng_Oth",9,1
134,"FAGU.GRA","Extra",10,0
135,"FAGU.GRA","VF_A",1,0
135,"FAGU.GRA","VF_B",2,0
135,"FAGU.GRA","Fast_A",3,2
135,"FAGU.GRA","Fast_B",4,1
135,"FAGU.GRA","MED",5,0
135,"FAGU.GRA","Slow_A",6,40
135,"FAGU.GRA","Slow_B",7,135
135,"FAGU.GRA","Sng_Stem",8,0
135,"FAGU.GRA","Sng_Oth",9,0
135,"FAGU.GRA","Extra",10,0
136,"FAGU.GRA","VF_A",1,3
136,"FAGU.GRA","VF_B",2,0
136,"FAGU.GRA","Fast_A",3,28
136,"FAGU.GRA","Fast_B",4,3
136,"FAGU.GRA","MED",5,5
136,"FAGU.GRA","Slow_A",6,171
136,"FAGU.GRA","Slow_B",7,422
136,"FAGU.GRA","Sng_Stem",8,3
136,"FAGU.GRA","Sng_Oth",9,3
136,"FAGU.GRA","Extra",10,0
137,"FAGU.GRA","VF_A",1,0
137,"FAGU.GRA","VF_B",2,0
137,"FAGU.GRA","Fast_A",3,6
137,"FAGU.GRA","Fast_B",4,0
137,"FAGU.GRA","MED",5,2
137,"FAGU.GRA","Slow_A",6,79
137,"FAGU.GRA","Slow_B",7,222
137,"FAGU.GRA","Sng_Stem",8,1
137,"FAGU.GRA","Sng_Oth",9,0
137,"FAGU.GRA","Extra",10,0
217,"FAGU.GRA","VF_A",1,0
217,"FAGU.GRA","VF_B",2,0
217,"FAGU.GRA","Fast_A",3,0
217,"FAGU.GRA","Fast_B",4,0
217,"FAGU.GRA","MED",5,0
217,"FAGU.GRA","Slow_A",6,0
217,"FAGU.GRA","Slow_B",7,0
217,"FAGU.GRA","Sng_Stem",8,0
217,"FAGU.GRA","Sng_Oth",9,0
217,"FAGU.GRA","Extra",10,0
218,"FAGU.GRA","VF_A",1,0
218,"FAGU.GRA","VF_B",2,0
218,"FAGU.GRA","Fast_A",3,0
218,"FAGU.GRA","Fast_B",4,0
218,"FAGU.GRA","MED",5,0
218,"FAGU.GRA","Slow_A",6,0
218,"FAGU.GRA","Slow_B",7,2
218,"FAGU.GRA","Sng_Stem",8,0
218,"FAGU.GRA","Sng_Oth",9,0
218,"FAGU.GRA","Extra",10,0
219,"FAGU.GRA","VF_A",1,0
219,"FAGU.GRA","VF_B",2,0
219,"FAGU.GRA","Fast_A",3,0
219,"FAGU.GRA","Fast_B",4,0
219,"FAGU.GRA","MED",5,0
219,"FAGU.GRA","Slow_A",6,0
219,"FAGU.GRA","Slow_B",7,2
219,"FAGU.GRA","Sng_Stem",8,0
219,"FAGU.GRA","Sng_Oth",9,0
219,"FAGU.GRA","Extra",10,0
220,"FAGU.GRA","VF_A",1,0
220,"FAGU.GRA","VF_B",2,0
220,"FAGU.GRA","Fast_A",3,2
220,"FAGU.GRA","Fast_B",4,0
220,"FAGU.GRA","MED",5,0
220,"FAGU.GRA","Slow_A",6,19
220,"FAGU.GRA","Slow_B",7,59
220,"FAGU.GRA","Sng_Stem",8,0
220,"FAGU.GRA","Sng_Oth",9,0
220,"FAGU.GRA","Extra",10,0
221,"FAGU.GRA","VF_A",1,1
221,"FAGU.GRA","VF_B",2,0
221,"FAGU.GRA","Fast_A",3,5
221,"FAGU.GRA","Fast_B",4,1
221,"FAGU.GRA","MED",5,1
221,"FAGU.GRA","Slow_A",6,50
221,"FAGU.GRA","Slow_B",7,146
221,"FAGU.GRA","Sng_Stem",8,0
221,"FAGU.GRA","Sng_Oth",9,1
221,"FAGU.GRA","Extra",10,0
222,"FAGU.GRA","VF_A",1,0
222,"FAGU.GRA","VF_B",2,0
222,"FAGU.GRA","Fast_A",3,0
222,"FAGU.GRA","Fast_B",4,0
222,"FAGU.GRA","MED",5,0
222,"FAGU.GRA","Slow_A",6,0
222,"FAGU.GRA","Slow_B",7,1
222,"FAGU.GRA","Sng_Stem",8,0
222,"FAGU.GRA","Sng_Oth",9,0
222,"FAGU.GRA","Extra",10,0
223,"FAGU.GRA","VF_A",1,0
223,"FAGU.GRA","VF_B",2,0
223,"FAGU.GRA","Fast_A",3,0
223,"FAGU.GRA","Fast_B",4,0
223,"FAGU.GRA","MED",5,0
223,"FAGU.GRA","Slow_A",6,0
223,"FAGU.GRA","Slow_B",7,1
223,"FAGU.GRA","Sng_Stem",8,0
223,"FAGU.GRA","Sng_Oth",9,0
223,"FAGU.GRA","Extra",10,0
378,"FAGU.GRA","VF_A",1,0
378,"FAGU.GRA","VF_B",2,0
378,"FAGU.GRA","Fast_A",3,0
378,"FAGU.GRA","Fast_B",4,0
378,"FAGU.GRA","MED",5,0
378,"FAGU.GRA","Slow_A",6,0
378,"FAGU.GRA","Slow_B",7,0
378,"FAGU.GRA","Sng_Stem",8,0
378,"FAGU.GRA","Sng_Oth",9,0
378,"FAGU.GRA","Extra",10,0
379,"FAGU.GRA","VF_A",1,0
379,"FAGU.GRA","VF_B",2,0
379,"FAGU.GRA","Fast_A",3,0
379,"FAGU.GRA","Fast_B",4,0
379,"FAGU.GRA","MED",5,0
379,"FAGU.GRA","Slow_A",6,0
379,"FAGU.GRA","Slow_B",7,0
379,"FAGU.GRA","Sng_Stem",8,0
379,"FAGU.GRA","Sng_Oth",9,0
379,"FAGU.GRA","Extra",10,0
28,"LARI.LAR","VF_A",1,1
28,"LARI.LAR","VF_B",2,0
28,"LARI.LAR","Fast_A",3,0
28,"LARI.LAR","Fast_B",4,0
28,"LARI.LAR","MED",5,0
28,"LARI.LAR","Slow_A",6,3
28,"LARI.LAR","Slow_B",7,8
28,"LARI.LAR","Sng_Stem",8,0
28,"LARI.LAR","Sng_Oth",9,0
28,"LARI.LAR","Extra",10,0
29,"LARI.LAR","VF_A",1,0
29,"LARI.LAR","VF_B",2,0
29,"LARI.LAR","Fast_A",3,0
29,"LARI.LAR","Fast_B",4,0
29,"LARI.LAR","MED",5,0
29,"LARI.LAR","Slow_A",6,2
29,"LARI.LAR","Slow_B",7,8
29,"LARI.LAR","Sng_Stem",8,0
29,"LARI.LAR","Sng_Oth",9,0
29,"LARI.LAR","Extra",10,0
130,"LARI.LAR","VF_A",1,0
130,"LARI.LAR","VF_B",2,0
130,"LARI.LAR","Fast_A",3,0
130,"LARI.LAR","Fast_B",4,0
130,"LARI.LAR","MED",5,0
130,"LARI.LAR","Slow_A",6,2
130,"LARI.LAR","Slow_B",7,5
130,"LARI.LAR","Sng_Stem",8,0
130,"LARI.LAR","Sng_Oth",9,0
130,"LARI.LAR","Extra",10,0
131,"LARI.LAR","VF_A",1,0
131,"LARI.LAR","VF_B",2,0
131,"LARI.LAR","Fast_A",3,0
131,"LARI.LAR","Fast_B",4,0
131,"LARI.LAR","MED",5,0
131,"LARI.LAR","Slow_A",6,1
131,"LARI.LAR","Slow_B",7,3
131,"LARI.LAR","Sng_Stem",8,0
131,"LARI.LAR","Sng_Oth",9,0
131,"LARI.LAR","Extra",10,0
132,"LARI.LAR","VF_A",1,0
132,"LARI.LAR","VF_B",2,0
132,"LARI.LAR","Fast_A",3,0
132,"LARI.LAR","Fast_B",4,0
132,"LARI.LAR","MED",5,0
132,"LARI.LAR","Slow_A",6,1
132,"LARI.LAR","Slow_B",7,3
132,"LARI.LAR","Sng_Stem",8,0
132,"LARI.LAR","Sng_Oth",9,0
132,"LARI.LAR","Extra",10,0
133,"LARI.LAR","VF_A",1,0
133,"LARI.LAR","VF_B",2,0
133,"LARI.LAR","Fast_A",3,0
133,"LARI.LAR","Fast_B",4,0
133,"LARI.LAR","MED",5,0
133,"LARI.LAR","Slow_A",6,2
133,"LARI.LAR","Slow_B",7,7
133,"LARI.LAR","Sng_Stem",8,0
133,"LARI.LAR","Sng_Oth",9,0
133,"LARI.LAR","Extra",10,0
134,"LARI.LAR","VF_A",1,0
134,"LARI.LAR","VF_B",2,0
134,"LARI.LAR","Fast_A",3,0
134,"LARI.LAR","Fast_B",4,0
134,"LARI.LAR","MED",5,0
134,"LARI.LAR","Slow_A",6,2
134,"LARI.LAR","Slow_B",7,5
134,"LARI.LAR","Sng_Stem",8,0
134,"LARI.LAR","Sng_Oth",9,0
134,"LARI.LAR","Extra",10,0
135,"LARI.LAR","VF_A",1,0
135,"LARI.LAR","VF_B",2,0
135,"LARI.LAR","Fast_A",3,0
135,"LARI.LAR","Fast_B",4,0
135,"LARI.LAR","MED",5,0
135,"LARI.LAR","Slow_A",6,2
135,"LARI.LAR","Slow_B",7,6
135,"LARI.LAR","Sng_Stem",8,0
135,"LARI.LAR","Sng_Oth",9,0
135,"LARI.LAR","Extra",10,0
136,"LARI.LAR","VF_A",1,4
136,"LARI.LAR","VF_B",2,0
136,"LARI.LAR","Fast_A",3,1
136,"LARI.LAR","Fast_B",4,0
136,"LARI.LAR","MED",5,0
136,"LARI.LAR","Slow_A",6,6
136,"LARI.LAR","Slow_B",7,11
136,"LARI.LAR","Sng_Stem",8,0
136,"LARI.LAR","Sng_Oth",9,1
136,"LARI.LAR","Extra",10,0
137,"LARI.LAR","VF_A",1,1
137,"LARI.LAR","VF_B",2,0
137,"LARI.LAR","Fast_A",3,0
137,"LARI.LAR","Fast_B",4,0
137,"LARI.LAR","MED",5,0
137,"LARI.LAR","Slow_A",6,2
137,"LARI.LAR","Slow_B",7,6
137,"LARI.LAR","Sng_Stem",8,0
137,"LARI.LAR","Sng_Oth",9,0
137,"LARI.LAR","Extra",10,0
217,"LARI.LAR","VF_A",1,0
217,"LARI.LAR","VF_B",2,0
217,"LARI.LAR","Fast_A",3,0
217,"LARI.LAR","Fast_B",4,0
217,"LARI.LAR","MED",5,0
217,"LARI.LAR","Slow_A",6,2
217,"LARI.LAR","Slow_B",7,5
217,"LARI.LAR","Sng_Stem",8,0
217,"LARI.LAR","Sng_Oth",9,0
217,"LARI.LAR","Extra",10,0
218,"LARI.LAR","VF_A",1,0
218,"LARI.LAR","VF_B",2,0
218,"LARI.LAR","Fast_A",3,0
218,"LARI.LAR","Fast_B",4,0
218,"LARI.LAR","MED",5,0
218,"LARI.LAR","Slow_A",6,2
218,"LARI.LAR","Slow_B",7,5
218,"LARI.LAR","Sng_Stem",8,0
218,"LARI.LAR","Sng_Oth",9,0
218,"LARI.LAR","Extra",10,0
219,"LARI.LAR","VF_A",1,0
219,"LARI.LAR","VF_B",2,0
219,"LARI.LAR","Fast_A",3,0
219,"LARI.LAR","Fast_B",4,0
219,"LARI.LAR","MED",5,0
219,"LARI.LAR","Slow_A",6,2
219,"LARI.LAR","Slow_B",7,5
219,"LARI.LAR","Sng_Stem",8,0
219,"LARI.LAR","Sng_Oth",9,0
219,"LARI.LAR","Extra",10,0
220,"LARI.LAR","VF_A",1,0
220,"LARI.LAR","VF_B",2,0
220,"LARI.LAR","Fast_A",3,0
220,"LARI.LAR","Fast_B",4,0
220,"LARI.LAR","MED",5,0
220,"LARI.LAR","Slow_A",6,2
220,"LARI.LAR","Slow_B",7,5
220,"LARI.LAR","Sng_Stem",8,0
220,"LARI.LAR","Sng_Oth",9,0
220,"LARI.LAR","Extra",10,0
221,"LARI.LAR","VF_A",1,0
221,"LARI.LAR","VF_B",2,0
221,"LARI.LAR","Fast_A",3,0
221,"LARI.LAR","Fast_B",4,0
221,"LARI.LAR","MED",5,0
221,"LARI.LAR","Slow_A",6,2
221,"LARI.LAR","Slow_B",7,5
221,"LARI.LAR","Sng_Stem",8,0
221,"LARI.LAR","Sng_Oth",9,0
221,"LARI.LAR","Extra",10,0
222,"LARI.LAR","VF_A",1,0
222,"LARI.LAR","VF_B",2,0
222,"LARI.LAR","Fast_A",3,0
222,"LARI.LAR","Fast_B",4,0
222,"LARI.LAR","MED",5,0
222,"LARI.LAR","Slow_A",6,2
222,"LARI.LAR","Slow_B",7,5
222,"LARI.LAR","Sng_Stem",8,0
222,"LARI.LAR","Sng_Oth",9,0
222,"LARI.LAR","Extra",10,0
223,"LARI.LAR","VF_A",1,0
223,"LARI.LAR","VF_B",2,0
223,"LARI.LAR","Fast_A",3,0
223,"LARI.LAR","Fast_B",4,0
223,"LARI.LAR","MED",5,0
223,"LARI.LAR","Slow_A",6,2
223,"LARI.LAR","Slow_B",7,5
223,"LARI.LAR","Sng_Stem",8,0
223,"LARI.LAR","Sng_Oth",9,0
223,"LARI.LAR","Extra",10,0
378,"LARI.LAR","VF_A",1,0
378,"LARI.LAR","VF_B",2,0
378,"LARI.LAR","Fast_A",3,0
378,"LARI.LAR","Fast_B",4,0
378,"LARI.LAR","MED",5,0
378,"LARI.LAR","Slow_A",6,0
378,"LARI.LAR","Slow_B",7,0
378,"LARI.LAR","Sng_Stem",8,0
378,"LARI.LAR","Sng_Oth",9,0
378,"LARI.LAR","Extra",10,0
379,"LARI.LAR","VF_A",1,0
379,"LARI.LAR","VF_B",2,0
379,"LARI.LAR","Fast_A",3,0
379,"LARI.LAR","Fast_B",4,0
379,"LARI.LAR","MED",5,0
379,"LARI.LAR","Slow_A",6,0
