"landtype","spp","poolID","DOMName","amountAtT0"
58,"LARI.LAR",5,"MED",1
58,"LARI.LAR",6,"Slow_A",12
58,"LARI.LAR",7,"Slow_B",10
58,"LARI.LAR",8,"Sng_Stem",0
58,"LARI.LAR",9,"Sng_Oth",0
58,"LARI.LAR",10,"Extra",0
58,"PICE.GLA",1,"VF_A",0
58,"PICE.GLA",2,"VF_B",0
58,"PICE.GLA",3,"Fast_A",22
58,"PICE.GLA",4,"Fast_B",0
58,"PICE.GLA",5,"MED",37
58,"PICE.GLA",6,"Slow_A",447
58,"PICE.GLA",7,"Slow_B",357
58,"PICE.GLA",8,"Sng_Stem",9
58,"PICE.GLA",9,"Sng_Oth",5
58,"PICE.GLA",10,"Extra",0
58,"PICE.MAR",1,"VF_A",0
58,"PICE.MAR",2,"VF_B",0
58,"PICE.MAR",3,"Fast_A",15
58,"PICE.MAR",4,"Fast_B",0
58,"PICE.MAR",5,"MED",25
58,"PICE.MAR",6,"Slow_A",305
58,"PICE.MAR",7,"Slow_B",244
58,"PICE.MAR",8,"Sng_Stem",6
58,"PICE.MAR",9,"Sng_Oth",4
58,"PICE.MAR",10,"Extra",0
58,"PICE.RUB",1,"VF_A",0
58,"PICE.RUB",2,"VF_B",0
58,"PICE.RUB",3,"Fast_A",86
58,"PICE.RUB",4,"Fast_B",0
58,"PICE.RUB",5,"MED",143
58,"PICE.RUB",6,"Slow_A",1723
58,"PICE.RUB",7,"Slow_B",1375
58,"PICE.RUB",8,"Sng_Stem",33
58,"PICE.RUB",9,"Sng_Oth",20
58,"PICE.RUB",10,"Extra",0
58,"PINU.BAN",1,"VF_A",0
58,"PINU.BAN",2,"VF_B",0
58,"PINU.BAN",3,"Fast_A",25
58,"PINU.BAN",4,"Fast_B",0
58,"PINU.BAN",5,"MED",42
58,"PINU.BAN",6,"Slow_A",501
58,"PINU.BAN",7,"Slow_B",400
58,"PINU.BAN",8,"Sng_Stem",10
58,"PINU.BAN",9,"Sng_Oth",6
58,"PINU.BAN",10,"Extra",0
58,"PINU.RES",1,"VF_A",0
58,"PINU.RES",2,"VF_B",0
58,"PINU.RES",3,"Fast_A",41
58,"PINU.RES",4,"Fast_B",0
58,"PINU.RES",5,"MED",69
58,"PINU.RES",6,"Slow_A",833
58,"PINU.RES",7,"Slow_B",665
58,"PINU.RES",8,"Sng_Stem",16
58,"PINU.RES",9,"Sng_Oth",10
58,"PINU.RES",10,"Extra",0
58,"PINU.STR",1,"VF_A",0
58,"PINU.STR",2,"VF_B",0
58,"PINU.STR",3,"Fast_A",19
58,"PINU.STR",4,"Fast_B",0
58,"PINU.STR",5,"MED",32
58,"PINU.STR",6,"Slow_A",384
58,"PINU.STR",7,"Slow_B",307
58,"PINU.STR",8,"Sng_Stem",7
58,"PINU.STR",9,"Sng_Oth",5
58,"PINU.STR",10,"Extra",0
58,"POPU.TRE",1,"VF_A",0
58,"POPU.TRE",2,"VF_B",0
58,"POPU.TRE",3,"Fast_A",11
58,"POPU.TRE",4,"Fast_B",0
58,"POPU.TRE",5,"MED",18
58,"POPU.TRE",6,"Slow_A",222
58,"POPU.TRE",7,"Slow_B",177
58,"POPU.TRE",8,"Sng_Stem",4
58,"POPU.TRE",9,"Sng_Oth",3
58,"POPU.TRE",10,"Extra",0
58,"QUER.RUB",1,"VF_A",0
58,"QUER.RUB",2,"VF_B",0
58,"QUER.RUB",3,"Fast_A",20
58,"QUER.RUB",4,"Fast_B",0
58,"QUER.RUB",5,"MED",34
58,"QUER.RUB",6,"Slow_A",410
58,"QUER.RUB",7,"Slow_B",327
58,"QUER.RUB",8,"Sng_Stem",8
58,"QUER.RUB",9,"Sng_Oth",5
58,"QUER.RUB",10,"Extra",0
58,"THUJ.SPP.ALL",1,"VF_A",0
58,"THUJ.SPP.ALL",2,"VF_B",0
58,"THUJ.SPP.ALL",3,"Fast_A",12
58,"THUJ.SPP.ALL",4,"Fast_B",0
58,"THUJ.SPP.ALL",5,"MED",20
58,"THUJ.SPP.ALL",6,"Slow_A",244
58,"THUJ.SPP.ALL",7,"Slow_B",195
58,"THUJ.SPP.ALL",8,"Sng_Stem",5
58,"THUJ.SPP.ALL",9,"Sng_Oth",3
58,"THUJ.SPP.ALL",10,"Extra",0
58,"TSUG.CAN",1,"VF_A",0
58,"TSUG.CAN",2,"VF_B",0
58,"TSUG.CAN",3,"Fast_A",22
58,"TSUG.CAN",4,"Fast_B",0
58,"TSUG.CAN",5,"MED",37
58,"TSUG.CAN",6,"Slow_A",449
58,"TSUG.CAN",7,"Slow_B",358
58,"TSUG.CAN",8,"Sng_Stem",9
58,"TSUG.CAN",9,"Sng_Oth",5
58,"TSUG.CAN",10,"Extra",0
59,"ABIE.BAL",1,"VF_A",0
59,"ABIE.BAL",2,"VF_B",0
59,"ABIE.BAL",3,"Fast_A",3
59,"ABIE.BAL",4,"Fast_B",0
59,"ABIE.BAL",5,"MED",4
59,"ABIE.BAL",6,"Slow_A",51
59,"ABIE.BAL",7,"Slow_B",41
59,"ABIE.BAL",8,"Sng_Stem",1
59,"ABIE.BAL",9,"Sng_Oth",1
59,"ABIE.BAL",10,"Extra",0
59,"ACER.RUB",1,"VF_A",0
59,"ACER.RUB",2,"VF_B",0
59,"ACER.RUB",3,"Fast_A",4
59,"ACER.RUB",4,"Fast_B",0
59,"ACER.RUB",5,"MED",7
59,"ACER.RUB",6,"Slow_A",80
59,"ACER.RUB",7,"Slow_B",64
59,"ACER.RUB",8,"Sng_Stem",2
59,"ACER.RUB",9,"Sng_Oth",1
59,"ACER.RUB",10,"Extra",0
59,"ACER.SAH",1,"VF_A",0
59,"ACER.SAH",2,"VF_B",0
59,"ACER.SAH",3,"Fast_A",9
59,"ACER.SAH",4,"Fast_B",0
59,"ACER.SAH",5,"MED",15
59,"ACER.SAH",6,"Slow_A",182
59,"ACER.SAH",7,"Slow_B",145
59,"ACER.SAH",8,"Sng_Stem",4
59,"ACER.SAH",9,"Sng_Oth",2
59,"ACER.SAH",10,"Extra",0
59,"BETU.ALL",1,"VF_A",0
59,"BETU.ALL",2,"VF_B",0
59,"BETU.ALL",3,"Fast_A",2
59,"BETU.ALL",4,"Fast_B",0
59,"BETU.ALL",5,"MED",3
59,"BETU.ALL",6,"Slow_A",39
59,"BETU.ALL",7,"Slow_B",31
59,"BETU.ALL",8,"Sng_Stem",1
59,"BETU.ALL",9,"Sng_Oth",0
59,"BETU.ALL",10,"Extra",0
59,"BETU.PAP",1,"VF_A",0
59,"BETU.PAP",2,"VF_B",0
59,"BETU.PAP",3,"Fast_A",3
59,"BETU.PAP",4,"Fast_B",0
59,"BETU.PAP",5,"MED",4
59,"BETU.PAP",6,"Slow_A",53
59,"BETU.PAP",7,"Slow_B",42
59,"BETU.PAP",8,"Sng_Stem",1
59,"BETU.PAP",9,"Sng_Oth",1
59,"BETU.PAP",10,"Extra",0
59,"FAGU.GRA",1,"VF_A",0
59,"FAGU.GRA",2,"VF_B",0
59,"FAGU.GRA",3,"Fast_A",14
59,"FAGU.GRA",4,"Fast_B",0
59,"FAGU.GRA",5,"MED",23
59,"FAGU.GRA",6,"Slow_A",282
59,"FAGU.GRA",7,"Slow_B",225
59,"FAGU.GRA",8,"Sng_Stem",5
59,"FAGU.GRA",9,"Sng_Oth",3
59,"FAGU.GRA",10,"Extra",0
59,"LARI.LAR",1,"VF_A",0
59,"LARI.LAR",2,"VF_B",0
59,"LARI.LAR",3,"Fast_A",0
59,"LARI.LAR",4,"Fast_B",0
59,"LARI.LAR",5,"MED",0
59,"LARI.LAR",6,"Slow_A",2
59,"LARI.LAR",7,"Slow_B",2
59,"LARI.LAR",8,"Sng_Stem",0
59,"LARI.LAR",9,"Sng_Oth",0
59,"LARI.LAR",10,"Extra",0
59,"PICE.GLA",1,"VF_A",0
59,"PICE.GLA",2,"VF_B",0
59,"PICE.GLA",3,"Fast_A",29
59,"PICE.GLA",4,"Fast_B",0
59,"PICE.GLA",5,"MED",48
59,"PICE.GLA",6,"Slow_A",582
59,"PICE.GLA",7,"Slow_B",465
59,"PICE.GLA",8,"Sng_Stem",11
59,"PICE.GLA",9,"Sng_Oth",7
59,"PICE.GLA",10,"Extra",0
59,"PICE.MAR",1,"VF_A",0
59,"PICE.MAR",2,"VF_B",0
59,"PICE.MAR",3,"Fast_A",16
59,"PICE.MAR",4,"Fast_B",0
59,"PICE.MAR",5,"MED",27
59,"PICE.MAR",6,"Slow_A",321
59,"PICE.MAR",7,"Slow_B",256
59,"PICE.MAR",8,"Sng_Stem",6
59,"PICE.MAR",9,"Sng_Oth",4
59,"PICE.MAR",10,"Extra",0
59,"PICE.RUB",1,"VF_A",0
59,"PICE.RUB",2,"VF_B",0
59,"PICE.RUB",3,"Fast_A",76
59,"PICE.RUB",4,"Fast_B",0
59,"PICE.RUB",5,"MED",127
59,"PICE.RUB",6,"Slow_A",1527
59,"PICE.RUB",7,"Slow_B",1219
59,"PICE.RUB",8,"Sng_Stem",30
59,"PICE.RUB",9,"Sng_Oth",18
59,"PICE.RUB",10,"Extra",0
59,"PINU.BAN",1,"VF_A",0
59,"PINU.BAN",2,"VF_B",0
59,"PINU.BAN",3,"Fast_A",29
59,"PINU.BAN",4,"Fast_B",0
59,"PINU.BAN",5,"MED",48
59,"PINU.BAN",6,"Slow_A",583
59,"PINU.BAN",7,"Slow_B",465
59,"PINU.BAN",8,"Sng_Stem",11
59,"PINU.BAN",9,"Sng_Oth",7
59,"PINU.BAN",10,"Extra",0
59,"PINU.RES",1,"VF_A",0
59,"PINU.RES",2,"VF_B",0
59,"PINU.RES",3,"Fast_A",22
59,"PINU.RES",4,"Fast_B",0
