"simID","areaName","scenario","mgmt","cropped","spinup","fire","BDA","wind","harvest","replicate"
"117","ForMont","baseline","2.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"118","ForMont","RCP45","2.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"119","ForMont","RCP85","2.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"120","ForMont","baseline","2.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"121","ForMont","RCP45","2.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"122","ForMont","RCP85","2.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"123","ForMont","baseline","3.1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"124","ForMont","RCP45","3.1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"125","ForMont","RCP85","3.1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"126","ForMont","baseline","3.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"127","ForMont","RCP45","3.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"128","ForMont","RCP85","3.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"129","ForMont","baseline","3.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"130","ForMont","RCP45","3.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"131","ForMont","RCP85","3.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"132","ForMont","baseline","4.1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"133","ForMont","RCP45","4.1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"134","ForMont","RCP85","4.1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"135","ForMont","baseline","4.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"136","ForMont","RCP45","4.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"137","ForMont","RCP85","4.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"138","ForMont","baseline","4.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"139","ForMont","RCP45","4.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"140","ForMont","RCP85","4.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4
"141","ForMont","baseline","noHarvest",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4
"142","ForMont","RCP45","noHarvest",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4
"143","ForMont","RCP85","noHarvest",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4
"144","ForMont","baseline","0",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"145","ForMont","RCP45","0",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"146","ForMont","RCP85","0",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"147","ForMont","baseline","1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"148","ForMont","RCP45","1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"149","ForMont","RCP85","1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"150","ForMont","baseline","2.1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"151","ForMont","RCP45","2.1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"152","ForMont","RCP85","2.1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"153","ForMont","baseline","2.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"154","ForMont","RCP45","2.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"155","ForMont","RCP85","2.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"156","ForMont","baseline","2.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"157","ForMont","RCP45","2.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"158","ForMont","RCP85","2.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"159","ForMont","baseline","3.1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"160","ForMont","RCP45","3.1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"161","ForMont","RCP85","3.1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"162","ForMont","baseline","3.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"163","ForMont","RCP45","3.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"164","ForMont","RCP85","3.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"165","ForMont","baseline","3.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"166","ForMont","RCP45","3.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"167","ForMont","RCP85","3.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"168","ForMont","baseline","4.1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"169","ForMont","RCP45","4.1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"170","ForMont","RCP85","4.1",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"171","ForMont","baseline","4.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"172","ForMont","RCP45","4.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"173","ForMont","RCP85","4.2",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"174","ForMont","baseline","4.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"175","ForMont","RCP45","4.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"176","ForMont","RCP85","4.3",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5
"177","ForMont","baseline","noHarvest",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,5
"178","ForMont","RCP45","noHarvest",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,5
"179","ForMont","RCP85","noHarvest",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,5
